control.1	control.2	control.3	rna1.1	rna1.2	rna1.3	rna2.1	rna2.2	rna2.3	Majority.protein.IDs	Protein.names	Gene.names
505940000	722140000	374240000	687830000	581530000	656850000	388140000	409590000	407790000	Q9BVC5;C9J4K0;B4E2G9	Ashwin	C2orf49
1147100000	749670000	765650000	462150000	656700000	533670000	670960000	490290000	585800000	Q9BVC6;E7ETZ3	Transmembrane protein 109	TMEM109
624680000	642250000	572540000	690040000	659370000	698250000	612900000	603630000	636880000	Q9BVG4;A6NDF3	Protein PBDC1	PBDC1
38385000	33927000	33288000	28544000	50005000	41090000	31938000	30726000	35053000	Q9BVG9;E9PS47;E9PLE4	Phosphatidylserine synthase 2	PTDSS2
1256800000	984180000	1030900000	1076700000	1093900000	1102500000	1048100000	1054800000	1013800000	Q9BVI4	Nucleolar complex protein 4 homolog	NOC4L
3.957e+09	4106900000	3714700000	3704500000	3.838e+09	3654200000	3541800000	3.586e+09	4110100000	Q9BVJ6;F8WD00;E9PEL7;Q9BVJ6-2	U3 small nucleolar RNA-associated protein 14 homolog A	UTP14A
550310000	567090000	373660000	266240000	303040000	330210000	288040000	301260000	230610000	Q9BVJ7	Dual specificity protein phosphatase 23	DUSP23
1773800000	1061700000	1047400000	352720000	496050000	382580000	516660000	475390000	374100000	Q9BVK6	Transmembrane emp24 domain-containing protein 9	TMED9
46891000	32686000	64146000	27397000	33018000	33559000	39501000	30331000	38706000	Q9BVL4	Selenoprotein O	SELO
8480500	8472300	3396000	13966000	13060000	18686000	14546000	14108000	23351000	Q9BVM4	Gamma-glutamylaminecyclotransferase	GGACT
8554300000	7.392e+09	8204900000	8333800000	8173500000	7461200000	7524200000	7576100000	7718700000	Q9BVP2;Q9BVP2-2	Guanine nucleotide-binding protein-like 3	GNL3
474170000	427220000	363870000	340850000	340280000	390830000	404290000	349080000	401970000	Q9BVQ7;Q9BVQ7-2	Spermatogenesis-associated protein 5-like protein 1	SPATA5L1
137200000	274240000	186380000	177590000	216510000	235350000	175760000	168010000	198500000	Q9BVS5;F8WDR2	tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial	TRMT61B
169230000	93940000	105490000	161270000	84439000	109280000	138160000	141370000	108170000	Q9BW19	Kinesin-like protein KIFC1	KIFC1
1.103e+09	1254800000	1.118e+09	1353500000	1195700000	1670600000	1436300000	1302100000	1397300000	Q9BW27;B4DMQ3;B4DPW1;F5H0B4	Nuclear pore complex protein Nup85	NUP85
477130000	262080000	428590000	462860000	455230000	402140000	390780000	397800000	453100000	Q9BW61	DET1- and DDB1-associated protein 1	DDA1
38265000	21057000	30280000	27467000	36655000	32032000	13871000	30350000	43444000	Q9BW62	Katanin p60 ATPase-containing subunit A-like 1	KATNAL1
730250000	783150000	651410000	1073200000	855480000	816750000	850350000	1058100000	1074700000	Q9BW71;Q9BW71-2	HIRA-interacting protein 3	HIRIP3
193580000	394590000	290440000	398880000	409370000	426800000	354700000	71937000	126530000	Q9BW72	HIG1 domain family member 2A, mitochondrial	HIGD2A
24270000	32502000	19289000	36126000	41056000	39268000	34155000	28919000	20249000	Q9BW85	Coiled-coil domain-containing protein 94	CCDC94
2482700000	1845300000	1770900000	2396900000	1999600000	2350900000	2530100000	2921800000	2968500000	Q9BW91;Q9BW91-2;D6RAW2	ADP-ribose pyrophosphatase, mitochondrial	NUDT9
436140000	555740000	521140000	461860000	445130000	526550000	518460000	656630000	572320000	Q9BW92;Q9H9V2	Threonine--tRNA ligase, mitochondrial	TARS2
7142500000	9016500000	8567200000	1.27e+10	1.2269e+10	1.3748e+10	9435800000	1.0337e+10	1.0039e+10	Q9BWD1;B7Z233	Acetyl-CoA acetyltransferase, cytosolic	ACAT2
6.637e+09	6069700000	5812200000	5680300000	5855600000	5699800000	5058800000	4839900000	4174500000	Q9BWF3;E9PB51;E7EQS3	RNA-binding protein 4	RBM4
124150000	78650000	39448000	88810000	63582000	62981000	41196000	77524000	73004000	Q9BWG6;Q9BWG6-2	Sodium channel modifier 1	SCNM1
315780000	282660000	263240000	432390000	381420000	415910000	443440000	369250000	505860000	Q9BWH2	FUN14 domain-containing protein 2	FUNDC2
143370000	145600000	140220000	201830000	203570000	170860000	175050000	194300000	119810000	Q9BWH6;Q9BWH6-2	RNA polymerase II-associated protein 1	RPAP1
2783100000	3463400000	2540700000	3.226e+09	2699800000	3256500000	2566500000	1978300000	2493100000	Q9BWJ5	Splicing factor 3B subunit 5	SF3B5
378390000	390180000	534370000	119550000	129900000	100750000	100260000	73595000	75933000	Q9BWS9;Q9BWS9-3;E9PPA0	Chitinase domain-containing protein 1	CHID1
133530000	202040000	155960000	177520000	144360000	162900000	361390000	249670000	212760000	Q9BWT6;D6R9E3;D6RCT6	Meiotic nuclear division protein 1 homolog	MND1
1169900000	944830000	1051500000	1029100000	1192300000	1140100000	1152400000	1048800000	910140000	Q9BWU0	Kanadaptin	SLC4A1AP
98523000	37408000	73626000	125990000	115480000	77512000	74630000	83407000	95513000	Q9BX10;Q9BX10-2;Q9BX10-4;Q9BX10-3	GTP-binding protein 2	GTPBP2
215030000	148250000	182830000	169850000	144890000	120260000	128920000	116690000	133930000	Q9BX40;E9PG81;Q9BX40-2;Q5TBP9	Protein LSM14 homolog B	LSM14B
487580000	802510000	800280000	1066300000	857580000	779770000	1.376e+09	1.671e+09	1312900000	Q9BX68	Histidine triad nucleotide-binding protein 2, mitochondrial	HINT2
56884000	44408000	62099000	35638000	36491000	36586000	34417000	25913000	38550000	Q9BX69	Caspase recruitment domain-containing protein 6	CARD6
373660000	430970000	361130000	353200000	327970000	351380000	389460000	329670000	405560000	Q9BXB4	Oxysterol-binding protein-related protein 11	OSBPL11
835620000	863320000	936910000	831560000	1125600000	958320000	869170000	848040000	952410000	Q9BXB5;B4E212	Oxysterol-binding protein-related protein 10	OSBPL10
197110000	135140000	283990000	155120000	132680000	108160000	207980000	215120000	150050000	Q9BXF6	Rab11 family-interacting protein 5	RAB11FIP5
1.0333e+10	9171300000	9330400000	9421800000	1.0031e+10	1.0111e+10	8970200000	9302900000	9517500000	Q9BXJ9;F5H5A7;Q9BXJ9-4	N-alpha-acetyltransferase 15, NatA auxiliary subunit	NAA15
86054000	147090000	77115000	84591000	44345000	78174000	67705000	84149000	78781000	Q9BXK1	Krueppel-like factor 16	KLF16
97143000	120630000	118410000	68708000	70148000	83220000	226660000	158810000	176240000	Q9BXK5;B7Z238;Q9BXK5-2;B3KPE7	Bcl-2-like protein 13	BCL2L13
25998000	19831000	14575000	19252000	27916000	20573000	10941000	14071000	17372000	Q9BXP2;H0YGD7	Solute carrier family 12 member 9	SLC12A9
1.041e+10	1.1211e+10	1.1066e+10	1.299e+10	1.2885e+10	1.1636e+10	1.1326e+10	1.1444e+10	1.145e+10	Q9BXP5;Q9BXP5-4;Q9BXP5-2;Q9BXP5-3;Q9BXP5-5	Serrate RNA effector molecule homolog	SRRT
148730000	210870000	149360000	154770000	152330000	138600000	133840000	176860000	161880000	Q9BXR0	Queuine tRNA-ribosyltransferase	QTRT1
2078500000	1740500000	2169100000	2401800000	2349300000	2272100000	2173700000	2053600000	2106600000	Q9BXS5;Q9BXS5-2;E7ENJ6;B4DDG7	AP-1 complex subunit mu-1	AP1M1
806850000	807250000	798490000	662820000	700920000	707200000	946410000	930120000	995760000	Q9BXS6;Q9BXS6-2;Q9BXS6-4;Q9BXS6-3;Q9BXS6-5;E9PB35;E7ERR5	Nucleolar and spindle-associated protein 1	NUSAP1
151220000	244840000	114680000	403600000	533180000	571840000	474340000	389510000	370870000	Q9BXV9	Uncharacterized protein C14orf142	C14orf142
878900000	801400000	774680000	779530000	707730000	927140000	787520000	793790000	709080000	Q9BXW7;Q9BXW7-2	Cat eye syndrome critical region protein 5	CECR5
1381400000	1.232e+09	1387800000	1187800000	1190200000	1268900000	1833900000	1559700000	1773500000	Q9BXW9;Q9BXW9-2;Q9BXW9-3	Fanconi anemia group D2 protein	FANCD2
532730000	536210000	487980000	656410000	586580000	602090000	666120000	594570000	647770000	Q9BXY0	Protein MAK16 homolog	MAK16
37628000	35425000	46092000	22459000	59729000	48956000	31869000	41326000	26085000	Q9BY12;Q9BY12-2;F5H7X8	S phase cyclin A-associated protein in the endoplasmic reticulum	SCAPER
4714900000	3725300000	3635900000	2986200000	3554600000	3355700000	3976300000	3427200000	3986600000	Q9BY32;A2A2N2;Q9BY32-2	Inosine triphosphate pyrophosphatase	ITPA
392860000	203510000	128530000	126570000	189200000	70094000	72373000	47760000	57403000	Q9BY43;H0YI46	Charged multivesicular body protein 4a	CHMP4A
4402600000	3630500000	4298300000	4349300000	4576100000	4880600000	4634400000	4555400000	4.097e+09	Q9BY44;B4DQ14;F8WAE5;B4DF96	Eukaryotic translation initiation factor 2A;Eukaryotic translation initiation factor 2A, N-terminally processed	EIF2A
4113700000	3964800000	3503800000	3675300000	3.693e+09	3126800000	1935800000	2065100000	2100500000	Q9BY77;Q9BY77-2;F8WCX5;B4DMM2	Polymerase delta-interacting protein 3	POLDIP3
1250700000	1093400000	1413100000	769190000	952650000	720120000	1043700000	1145900000	938760000	Q9BY89	Uncharacterized protein KIAA1671	KIAA1671
88028000	87235000	67930000	63747000	88773000	54780000	68518000	57156000	100430000	Q9BYC5;G3XAD2;Q9BYC5-2;G3V5N0	Alpha-(1,6)-fucosyltransferase	FUT8
928980000	566340000	573320000	387880000	659840000	458710000	797930000	746370000	651380000	Q9BYC8	39S ribosomal protein L32, mitochondrial	MRPL32
386120000	333300000	363350000	294780000	318940000	269100000	318520000	288190000	275630000	Q9BYC9	39S ribosomal protein L20, mitochondrial	MRPL20
1000500000	1285900000	1.363e+09	1607600000	1470900000	1529400000	1453700000	1578800000	1.67e+09	Q9BYD1;E5RJI7	39S ribosomal protein L13, mitochondrial	MRPL13
2338100000	1.917e+09	2111100000	1520100000	1738100000	1782300000	1.831e+09	1923700000	2048900000	Q9BYD2;Q5SZR1	39S ribosomal protein L9, mitochondrial	MRPL9
363710000	346070000	357630000	388340000	369800000	424420000	372520000	520790000	462940000	Q9BYD3;Q9BYD3-2	39S ribosomal protein L4, mitochondrial	MRPL4
1513900000	1821300000	1824400000	2.136e+09	2151700000	2207400000	2322500000	2459800000	2205600000	Q9BYG3;C9J808	MKI67 FHA domain-interacting nucleolar phosphoprotein	NIFK
80349000	68692000	86555000	76346000	89466000	92414000	91781000	86198000	79675000	Q9BYN0	Sulfiredoxin-1	SRXN1
881380000	1020800000	1063100000	867870000	871980000	801620000	1079400000	1079800000	1152400000	Q9BYN8	28S ribosomal protein S26, mitochondrial	MRPS26
2685200000	1982500000	2342900000	2081300000	2237600000	1961600000	1820300000	1741400000	1712100000	Q9BYT8;F8W713;E9PCB6;H0YAK4	Neurolysin, mitochondrial	NLN
173220000	219540000	153860000	77583000	97218000	122490000	55404000	79897000	134040000	Q9BYV8;Q9BYV8-2;Q9BYV8-3;Q9BYV8-5	Centrosomal protein of 41 kDa	CEP41
669870000	618330000	674540000	713070000	729210000	739040000	813140000	779510000	789100000	Q9BYX2;Q9BYX2-2;Q9BYX2-3;Q9BYX2-4	TBC1 domain family member 2A	TBC1D2
1.849e+09	1968700000	2232800000	1906600000	1915100000	1415300000	2233300000	2262300000	2206500000	Q9BZE1;E9PB99	39S ribosomal protein L37, mitochondrial	MRPL37
4196700000	3762800000	3653600000	4256600000	4488700000	4511500000	3553400000	4088400000	4120800000	Q9BZE4;B7Z7A3;B4DY13	Nucleolar GTP-binding protein 1	GTPBP4
811920000	950340000	731900000	728300000	686840000	574420000	729690000	710160000	666310000	Q9BZF9;H0YNH8;G3XAG2;F5H2B9	Uveal autoantigen with coiled-coil domains and ankyrin repeats	UACA
558290000	429020000	649800000	389950000	391410000	335610000	524860000	667780000	543150000	Q9BZH6;Q659C9	WD repeat-containing protein 11	WDR11;DKFZp434L1715
1360900000	1263200000	1437100000	1569700000	1656900000	1518900000	1549100000	1651700000	1592800000	Q9BZI7;Q9BZI7-2;Q0VAK7	Regulator of nonsense transcripts 3B	UPF3B
79161000	224580000	232630000	124830000	141190000	90857000	169020000	214220000	217420000	Q9BZK3	Putative nascent polypeptide-associated complex subunit alpha-like protein	NACAP1
2194900000	1707100000	2043900000	1545500000	1462900000	1448200000	1.733e+09	1567700000	1563800000	Q9BZK7;B7Z475	F-box-like/WD repeat-containing protein TBL1XR1	TBL1XR1
1398700000	867270000	844520000	968380000	719030000	926870000	796520000	965050000	1010800000	Q9BZL1	Ubiquitin-like protein 5	UBL5
183430000	206820000	138080000	432200000	490170000	553820000	355410000	492710000	649370000	Q9BZQ8	Protein Niban	FAM129A
163340000	265970000	197170000	185350000	207290000	155470000	146460000	212340000	158790000	Q9BZV1;Q9BZV1-2	UBX domain-containing protein 6	UBXN6
1432700000	1141400000	1002700000	1865500000	1774200000	2000300000	1.195e+09	1073500000	1257200000	Q9BZX2;Q9BZX2-2	Uridine-cytidine kinase 2	UCK2
3933200000	4482800000	3970200000	1753300000	1886300000	1844500000	4184900000	3948600000	3588300000	Q9BZZ5-2;Q9BZZ5;G3V1C3;Q9BZZ5-3;B4DGR0;B4DDR3;Q9BZZ5-1	Apoptosis inhibitor 5	API5
3219500000	3756200000	2.987e+09	3896600000	2678500000	2636800000	3933400000	4183100000	3725400000	Q9C005;B4DIS3	Protein dpy-30 homolog	DPY30;LOC84661
459900000	539690000	524980000	286970000	282010000	293060000	490920000	426700000	406240000	Q9C0B0	RING finger protein unkempt homolog	UNK
1879900000	1962900000	1702800000	2.38e+09	2008200000	2030700000	1965200000	1902500000	1960400000	Q9C0B1	Alpha-ketoglutarate-dependent dioxygenase FTO	FTO
216890000	281340000	117350000	245470000	244260000	200120000	211570000	163490000	220640000	Q9C0B5;Q9C0B5-2	Palmitoyltransferase ZDHHC5	ZDHHC5
160270000	76527000	86393000	53171000	77557000	57872000	63030000	71783000	94205000	Q9C0B7	Transport and Golgi organization protein 6 homolog	TANGO6
1576600000	1335300000	1391600000	1939100000	1867200000	1864300000	1.319e+09	1539800000	1442500000	Q9C0C2;Q9C0C2-2	182 kDa tankyrase-1-binding protein	TNKS1BP1
1224400000	1038400000	1.245e+09	1520800000	1831600000	1605600000	1.367e+09	1423300000	1245300000	Q9C0C9	E2/E3 hybrid ubiquitin-protein ligase UBE2O	UBE2O
256750000	228120000	286570000	303270000	314170000	232440000	259950000	245930000	282560000	Q9C0D5;Q9C0D5-2	Protein TANC1	TANC1
165590000	166880000	130190000	133890000	122650000	111080000	113720000	149260000	129730000	Q9C0F1;Q9C0F1-2	Centrosomal protein of 44 kDa	CEP44
10101000	11410000	25985000	15099000	16912000	10452000	19066000	13753000	13394000	Q9C0G0;Q9C0G0-2;Q9UKT9;Q9NYT6;Q2VY69;H0Y692;H0Y643;Q9UKT9-14;Q9UKT9-9;Q9UKT9-6;Q9UKT9-8;Q9UKT9-4;Q9UKT9-3;Q9UKT9-7;Q9C0G0-3	Zinc finger protein 407;Zinc finger protein Aiolos;Zinc finger protein 226;Zinc finger protein 284	ZNF407;IKZF3;ZNF226;ZNF284
515680000	497130000	452940000	634650000	696530000	623950000	476240000	474230000	368520000	Q9C0I1;Q9C0I1-3;Q9C0I1-2	Myotubularin-related protein 12	MTMR12
403830000	301720000	430400000	359430000	370160000	410150000	508580000	304210000	505450000	Q9C0J8;Q6NUQ0	pre-mRNA 3 end processing protein WDR33	WDR33
2991800000	2966600000	3166800000	3649900000	4250100000	3584700000	3147900000	3522600000	3418200000	Q9GZL7	Ribosome biogenesis protein WDR12	WDR12
82075000	260230000	344160000	678150000	246890000	459500000	391550000	294450000	754610000	Q9GZN7	Protein rogdi homolog	ROGDI
938380000	950850000	994890000	1330100000	1511900000	1476700000	1197800000	1009200000	1204200000	Q9GZN8;Q9GZN8-2;E9PAL2	UPF0687 protein C20orf27	C20orf27
212980000	228820000	205940000	172440000	209670000	244080000	236410000	176460000	194740000	Q9GZP4;Q9GZP4-2	PITH domain-containing protein 1	PITHD1
447820000	304660000	862560000	602080000	483160000	427530000	707780000	849990000	718770000	Q9GZP8;Q9GZP8-2	Immortalization up-regulated protein	IMUP
1379600000	1589700000	1.463e+09	2018700000	1884700000	1933400000	1431200000	1241300000	1175600000	Q9GZR2	RNA exonuclease 4	REXO4
1251100000	1518700000	1161200000	1.787e+09	1678800000	1799800000	1269800000	1766900000	1620900000	Q9GZS1-2;Q9GZS1;E7EX70	DNA-directed RNA polymerase I subunit RPA49	POLR1E
3267100000	3.016e+09	3229600000	3515200000	4103300000	3754400000	4018900000	3709300000	4.391e+09	Q9GZS3;H0YN81;H0YL19;H0YMF9	WD repeat-containing protein 61;WD repeat-containing protein 61, N-terminally processed	WDR61
3001700000	2717200000	2421800000	3911900000	3407100000	3188800000	2868200000	2904600000	2844700000	Q9GZT3;G3V4X6;G3V2S9;H0YJ40;H0YJW7	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP
197210000	190090000	226610000	281760000	287190000	226160000	270570000	239360000	205880000	Q9GZT4	Serine racemase	SRR
55591000	172630000	107800000	173640000	111900000	193140000	270220000	187460000	238850000	Q9GZT6;Q9GZT6-2;H0YF06;E9PKQ5;B3KP87	Coiled-coil domain-containing protein 90B, mitochondrial	CCDC90B
1535600000	1000900000	1085900000	881660000	1081900000	1032600000	1057600000	962480000	878300000	Q9GZT8;Q9GZT8-2;E7EXA3;Q6X734;Q6X735	Putative GTP cyclohydrolase 1 type 2 NIF3L1	NIF3L1
425910000	416500000	456630000	137940000	112680000	119580000	299200000	334080000	268060000	Q9GZT9;Q9GZT9-2;Q9GZT9-3	Egl nine homolog 1	EGLN1
1428400000	1375800000	1.532e+09	971930000	1196400000	913600000	1644200000	1294500000	1281100000	Q9GZU8	Protein FAM192A	FAM192A
102660000	58091000	109960000	123880000	108420000	103550000	119930000	119410000	122530000	Q9GZY4;C9J6J1;C9JA07	Cytochrome c oxidase assembly factor 1 homolog	COA1
330050000	470330000	303310000	294180000	484430000	362780000	593240000	716400000	562250000	Q9GZY8;Q9GZY8-2;Q9GZY8-5;Q9GZY8-4;Q9GZY8-3	Mitochondrial fission factor	MFF
818070000	820010000	724320000	662950000	688270000	683370000	795690000	661650000	599270000	Q9GZZ1;C9J5D1;Q9GZZ1-2;F8WB80	N-alpha-acetyltransferase 50	NAA50
675960000	690080000	987940000	943660000	1156700000	1184800000	957440000	861250000	985030000	Q9GZZ9;E7EQ61;E7EWE1;Q9GZZ9-2	Ubiquitin-like modifier-activating enzyme 5	UBA5
68262000	164990000	27406000	12374000	10465000	12627000	86283000	39282000	1.31e+08	Q9H008	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	LHPP
273970000	253180000	191840000	256620000	193100000	200870000	260650000	321330000	241870000	Q9H061;E9PI16	Transmembrane protein 126A	TMEM126A
59609000	40780000	30426000	37842000	41433000	39219000	47278000	98048000	37584000	Q9H074;Q9H074-2;D6REB4	Polyadenylate-binding protein-interacting protein 1	PAIP1
1775300000	1395300000	1457500000	1377900000	1383900000	1350900000	1615200000	1296300000	1225500000	Q9H078-2;Q9H078;F8W7P6;B4DXW4;H0YGM0;E7EWN6;F5GX99;H0YFF5;Q7Z777	Caseinolytic peptidase B protein homolog	CLPB
1076600000	956440000	912700000	901450000	1.002e+09	873100000	1126700000	1205900000	1105400000	Q9H089;F8WFC6	Large subunit GTPase 1 homolog	LSG1
2117600000	1910800000	2069300000	1488700000	1356600000	1289700000	1428800000	1510200000	1650900000	Q9H098;Q9H098-2;C9J6N5;C9JQ40;C9JW51;C9J3Q3;C9JP05	Protein FAM107B	FAM107B
5.172e+09	4448400000	4435500000	3625800000	3.782e+09	4317800000	4.477e+09	4703200000	4824900000	Q9H0A0;E7ESU4;E9PMN9	N-acetyltransferase 10	NAT10
329400000	345080000	337330000	268490000	280810000	440840000	255300000	434850000	283790000	Q9H0A8;Q9H0A8-2	COMM domain-containing protein 4	COMMD4
731930000	952540000	680640000	1258800000	1000800000	1039600000	1033900000	968120000	926790000	Q9H0B6;A8MXL7;A8MZ87	Kinesin light chain 2	KLC2
2.325e+09	2123900000	2584500000	2.614e+09	2837100000	2535100000	2605700000	2925600000	2937100000	Q9H0C8	Integrin-linked kinase-associated serine/threonine phosphatase 2C	ILKAP
2303200000	2967100000	2814400000	2971900000	3281500000	3223700000	2670200000	2685300000	2537600000	Q9H0D6;B4DZC3;Q9H0D6-2	5-3 exoribonuclease 2	XRN2
49126000	48388000	50984000	68756000	89791000	96544000	50580000	49367000	54563000	Q9H0E2;F2Z2Y8;H0Y3H1;E9PNS3;B3KR28;E7EN89;B3KXC6	Toll-interacting protein	TOLLIP
246490000	228410000	207550000	202030000	206990000	208130000	270990000	252170000	210100000	Q9H0E9-2;Q9H0E9;B5MCW3;Q9H0E9-4;F8W820	Bromodomain-containing protein 8	BRD8
139160000	105350000	134620000	177430000	165800000	133840000	168050000	166170000	162580000	Q9H0F7;Q9H0F7-2;C9IZ13	ADP-ribosylation factor-like protein 6	ARL6
886680000	763320000	1112200000	896250000	793890000	835440000	836500000	870500000	950750000	Q9H0G5;F5H727	Nuclear speckle splicing regulatory protein 1	NSRP1
74752000	65926000	63054000	22921000	37164000	32281000	41634000	40734000	38399000	Q9H0H0	Integrator complex subunit 2	INTS2
