Entry	Entry name	Status	Protein names	Gene names	Organism	Length
F1P1C2	F1P1C2_CHICK	unreviewed	TLC domain containing 2		Gallus gallus (Chicken)	183
H9BPA4	H9BPA4_CHICK	unreviewed	Toll-like receptor 21		Gallus gallus (Chicken)	972
E1BQ45	E1BQ45_CHICK	unreviewed	Matrilin 4	MATN4	Gallus gallus (Chicken)	605
E1BS97	E1BS97_CHICK	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	PAK2	Gallus gallus (Chicken)	521
E1C3R6	E1C3R6_CHICK	unreviewed	Coiled-coil domain containing 181	CCDC181	Gallus gallus (Chicken)	543
F1NW98	F1NW98_CHICK	unreviewed	Small nuclear RNA activating complex polypeptide 3	SNAPC3	Gallus gallus (Chicken)	378
F1NGR3	F1NGR3_CHICK	unreviewed	Uncharacterized protein	LOC415664	Gallus gallus (Chicken)	256
F1NL90	F1NL90_CHICK	unreviewed	Trimethylguanosine synthase 1	TGS1	Gallus gallus (Chicken)	892
F1NU27	F1NU27_CHICK	unreviewed	Hyaluronan synthase 3	HAS3	Gallus gallus (Chicken)	548
A0A1D5NYD9	A0A1D5NYD9_CHICK	unreviewed	NudC domain containing 1	NUDCD1	Gallus gallus (Chicken)	103
A0A1D5NZ87	A0A1D5NZ87_CHICK	unreviewed	Phosphorylase b kinase regulatory subunit	PHKB	Gallus gallus (Chicken)	1084
A0A1D5P163	A0A1D5P163_CHICK	unreviewed	Discoidin domain receptor tyrosine kinase 2	DDR2	Gallus gallus (Chicken)	856
A0A1D5P6W3	A0A1D5P6W3_CHICK	unreviewed	Natural resistance-associated macrophage protein 1	SLC11A1	Gallus gallus (Chicken)	542
A0A1D5PE34	A0A1D5PE34_CHICK	unreviewed	RAD18, E3 ubiquitin protein ligase	RAD18	Gallus gallus (Chicken)	476
A0A1D5PPQ3	A0A1D5PPQ3_CHICK	unreviewed	Nucleosome assembly protein 1 like 1	NAP1L1	Gallus gallus (Chicken)	260
R4GFT1	R4GFT1_CHICK	unreviewed	Uncharacterized protein	MYEOV2	Gallus gallus (Chicken)	57
Q5ZKR2	Q5ZKR2_CHICK	unreviewed	Uncharacterized protein	RCJMB04_9j7	Gallus gallus (Chicken)	319
Q5ZM00	Q5ZM00_CHICK	unreviewed	Uncharacterized protein	RCJMB04_4e2	Gallus gallus (Chicken)	881
Q90XG4	Q90XG4_CHICK	unreviewed	Slit-3 (Fragment)		Gallus gallus (Chicken)	1095
R4GGU0	R4GGU0_CHICK	unreviewed	Platelet endothelial aggregation receptor 1	PEAR1	Gallus gallus (Chicken)	1016
A0A096X8F8	A0A096X8F8_CHICK	unreviewed	Interferon beta	IFN_B	Gallus gallus (Chicken)	203
A0A1L1RJA9	A0A1L1RJA9_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	773
A0A1L1S031	A0A1L1S031_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	99
A0A1L1RNB9	A0A1L1RNB9_CHICK	unreviewed	Programmed cell death protein 4	PDCD4	Gallus gallus (Chicken)	283
A0A1L1RNM4	A0A1L1RNM4_CHICK	unreviewed	Metaxin 2	MTX2	Gallus gallus (Chicken)	208
A0A1L1RTC0	A0A1L1RTC0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	169
A0A1L1S000	A0A1L1S000_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	315
R4GK54	R4GK54_CHICK	unreviewed	Ras related GTP binding D	RRAGD	Gallus gallus (Chicken)	555
A0A1D5PFM3	A0A1D5PFM3_CHICK	unreviewed	Calpastatin	CAST	Gallus gallus (Chicken)	742
A0A1D5PMX3	A0A1D5PMX3_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	692
A0A1D5PX53	A0A1D5PX53_CHICK	unreviewed	Protein tyrosine phosphatase, receptor type F	PTPRF	Gallus gallus (Chicken)	1936
A0A1L1RVQ8	A0A1L1RVQ8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	312
A0A1L1RZ19	A0A1L1RZ19_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	316
A0A1L1S010	A0A1L1S010_CHICK	unreviewed	Heterogeneous nuclear ribonucleoprotein K	HNRNPK	Gallus gallus (Chicken)	311
Q9YI21	Q9YI21_CHICK	unreviewed	Fibroblast growth factor receptor-like embryonic kinase (Fragment)		Gallus gallus (Chicken)	68
A0A1I7Q405	A0A1I7Q405_CHICK	unreviewed	Cysteine protease (EC 3.4.22.-)	ATG4A	Gallus gallus (Chicken)	397
Q9PU48	Q9PU48_CHICK	unreviewed	Putative NK receptor (Fragment)	b-NK	Gallus gallus (Chicken)	230
Q8QGC7	Q8QGC7_CHICK	unreviewed	CB1 cannabinoid receptor (Fragment)		Gallus gallus (Chicken)	234
A0A1B0V0S9	A0A1B0V0S9_CHICK	unreviewed	Cytochrome c oxidase subunit 3	COX3	Gallus gallus (Chicken)	261
A0A1D5P4E6	A0A1D5P4E6_CHICK	unreviewed	cAMP responsive element binding protein 5	CREB5	Gallus gallus (Chicken)	508
A0A1D5PRK8	A0A1D5PRK8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	94
F1NV68	F1NV68_CHICK	unreviewed	Importin subunit alpha	KPNA3	Gallus gallus (Chicken)	523
R4GHR7	R4GHR7_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	363
A0A1D5P1D3	A0A1D5P1D3_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	154
A0A1D5PCP0	A0A1D5PCP0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	220
A0A1D5PIS7	A0A1D5PIS7_CHICK	unreviewed	Insulin-like growth factor 2 mRNA-binding protein 1	IGF2BP1	Gallus gallus (Chicken)	536
A0A1D5PTI1	A0A1D5PTI1_CHICK	unreviewed	Uncharacterized protein	OCX36	Gallus gallus (Chicken)	452
A0A1D5PMP1	A0A1D5PMP1_CHICK	unreviewed	EMSY, BRCA2 interacting transcriptional repressor	EMSY	Gallus gallus (Chicken)	776
A0A1L1RLU5	A0A1L1RLU5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	1340
A0A1L1RUT8	A0A1L1RUT8_CHICK	unreviewed	Uncharacterized protein	Gga.14761	Gallus gallus (Chicken)	501
A0A1D5NWG8	A0A1D5NWG8_CHICK	unreviewed	Serine/threonine kinase 24	STK24	Gallus gallus (Chicken)	318
A0A1D5P7N7	A0A1D5P7N7_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	284
A0A1D5PUH9	A0A1D5PUH9_CHICK	unreviewed	Family with sequence similarity 222 member B	FAM222B	Gallus gallus (Chicken)	520
Q5F391	Q5F391_CHICK	unreviewed	Uncharacterized protein	RCJMB04_27o21	Gallus gallus (Chicken)	440
D5HR58	D5HR58_CHICK	unreviewed	Ryanodine receptor alpha isoform (Fragment)		Gallus gallus (Chicken)	155
E1BS74	E1BS74_CHICK	unreviewed	G protein subunit alpha L	GNAL	Gallus gallus (Chicken)	379
E1BSX2	E1BSX2_CHICK	unreviewed	Calponin	ALG14	Gallus gallus (Chicken)	331
E1BYQ7	E1BYQ7_CHICK	unreviewed	Matrix remodeling associated 5	MXRA5	Gallus gallus (Chicken)	2911
A0A1D5NUG0	A0A1D5NUG0_CHICK	unreviewed	Uroporphyrinogen decarboxylase (EC 4.1.1.37)		Gallus gallus (Chicken)	245
A0A1D5PJG2	A0A1D5PJG2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	306
A0A1D5PZH8	A0A1D5PZH8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	428
E1C8X5	E1C8X5_CHICK	unreviewed	Cell division cycle associated 3	CDCA3	Gallus gallus (Chicken)	235
Q9W6G0	Q9W6G0_CHICK	unreviewed	GDF-5 protein	gdf5	Gallus gallus (Chicken)	500
A0A1L1RMX7	A0A1L1RMX7_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	218
A0A1L1RUA8	A0A1L1RUA8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	80
A0A1L1S0Q5	A0A1L1S0Q5_CHICK	unreviewed	60S ribosomal protein L37a	RPL37A	Gallus gallus (Chicken)	68
Q5ZIY2	Q5ZIY2_CHICK	unreviewed	Uncharacterized protein	RCJMB04_22n3	Gallus gallus (Chicken)	272
Q5ZMN5	Q5ZMN5_CHICK	unreviewed	Uncharacterized protein	RCJMB04_1i20	Gallus gallus (Chicken)	420
R4GHS8	R4GHS8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	113
A0A1L1RZZ1	A0A1L1RZZ1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	428
Q8QGR9	Q8QGR9_CHICK	unreviewed	ZOV3 protein (Fragment)	ZOV3	Gallus gallus (Chicken)	55
Q5F3E6	Q5F3E6_CHICK	unreviewed	Uncharacterized protein	RCJMB04_19g16	Gallus gallus (Chicken)	503
H9L0C0	H9L0C0_CHICK	unreviewed	Uncharacterized protein	VPS45	Gallus gallus (Chicken)	377
E1C576	E1C576_CHICK	unreviewed	Tetratricopeptide repeat domain 37	TTC37	Gallus gallus (Chicken)	1562
E1BTL2	E1BTL2_CHICK	unreviewed	Integrin alpha FG-GAP repeat containing 2	ITFG2	Gallus gallus (Chicken)	460
E1C871	E1C871_CHICK	unreviewed	Transmembrane protein 196	TMEM196	Gallus gallus (Chicken)	179
Q5TLZ8	Q5TLZ8_CHICK	unreviewed	Transcription factor Glial cells missing-2	Gcm-2	Gallus gallus (Chicken)	471
F1NZC4	F1NZC4_CHICK	unreviewed	Coiled-coil domain containing 51	CCDC51	Gallus gallus (Chicken)	419
F1NFP2	F1NFP2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	300
E1BSH0	E1BSH0_CHICK	unreviewed	Tetraspanin	TSPAN10	Gallus gallus (Chicken)	324
A0A1D5NX22	A0A1D5NX22_CHICK	unreviewed	Solute carrier organic anion transporter family member		Gallus gallus (Chicken)	716
A0A1D5P0K0	A0A1D5P0K0_CHICK	unreviewed	Uncharacterized protein	LRFN3	Gallus gallus (Chicken)	626
A0A1D5PCT2	A0A1D5PCT2_CHICK	unreviewed	RNA polymerase II subunit H	POLR2H	Gallus gallus (Chicken)	84
A0A1D5PVB1	A0A1D5PVB1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	224
A0A1D5NXA4	A0A1D5NXA4_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	621
A0A1D5PFE2	A0A1D5PFE2_CHICK	unreviewed	Pleckstrin homology, MyTH4 and FERM domain containing H1	PLEKHH1	Gallus gallus (Chicken)	1277
A0A1D5PVV5	A0A1D5PVV5_CHICK	unreviewed	Mucosa-associated lymphoid tissue lymphoma translocation protein 1-like	PCASP2	Gallus gallus (Chicken)	741
F1NL21	F1NL21_CHICK	unreviewed	Inducible T-cell costimulator precursor	ICOS	Gallus gallus (Chicken)	227
F1NWH9	F1NWH9_CHICK	unreviewed	Uncharacterized protein	CCT6A	Gallus gallus (Chicken)	530
A0A1D5P5F8	A0A1D5P5F8_CHICK	unreviewed	Uncharacterized protein	LOC107049486	Gallus gallus (Chicken)	221
A0A1D5PIV1	A0A1D5PIV1_CHICK	unreviewed	ATP binding cassette subfamily C member 9	ABCC9	Gallus gallus (Chicken)	1532
A0A1D5PL63	A0A1D5PL63_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	910
A0A1D5PYN8	A0A1D5PYN8_CHICK	unreviewed	G protein-coupled receptor 153		Gallus gallus (Chicken)	279
A0A1D5PGJ7	A0A1D5PGJ7_CHICK	unreviewed	Slingshot protein phosphatase 2	SSH2	Gallus gallus (Chicken)	1373
A0A1D5PY11	A0A1D5PY11_CHICK	unreviewed	BCAS3, microtubule associated cell migration factor	BCAS3	Gallus gallus (Chicken)	88
A0A1L1RMP9	A0A1L1RMP9_CHICK	unreviewed	ADP ribosylation factor like GTPase 1	ARL1	Gallus gallus (Chicken)	163
F1N9R9	F1N9R9_CHICK	unreviewed	Reticulophagy regulator family member 3		Gallus gallus (Chicken)	382
F1N884	F1N884_CHICK	unreviewed	Secreted frizzled-related protein 3	FRZB	Gallus gallus (Chicken)	315
F1NMP3	F1NMP3_CHICK	unreviewed	Tubulin alpha chain	TUBA8B	Gallus gallus (Chicken)	440
F1NVI2	F1NVI2_CHICK	unreviewed	Pyrimidinergic receptor P2Y4	P2RY4	Gallus gallus (Chicken)	448
Q5ZKP1	Q5ZKP1_CHICK	unreviewed	Uncharacterized protein	RCJMB04_9n8	Gallus gallus (Chicken)	255
Q5ZMS9	Q5ZMS9_CHICK	unreviewed	Uncharacterized protein	RCJMB04_1e12	Gallus gallus (Chicken)	952
Q7T066	Q7T066_CHICK	unreviewed	Rh blood group-associated glycoprotein	RHAG	Gallus gallus (Chicken)	417
A0A1L1RNM1	A0A1L1RNM1_CHICK	unreviewed	Cellular retinoic acid-binding protein 1	CRABP1	Gallus gallus (Chicken)	110
A0A1L1RYC4	A0A1L1RYC4_CHICK	unreviewed	Uncharacterized protein	EEF1E1	Gallus gallus (Chicken)	181
Q1EGJ6	Q1EGJ6_CHICK	unreviewed	LGI3 (Fragment)	LGI3	Gallus gallus (Chicken)	274
Q5F4C8	Q5F4C8_CHICK	unreviewed	Uncharacterized protein	RCJMB04_1a24	Gallus gallus (Chicken)	477
C4P6Q1	C4P6Q1_CHICK	unreviewed	Myogenic factor 6	MYF6	Gallus gallus (Chicken)	242
F1P3G5	F1P3G5_CHICK	unreviewed	Chromatin modification-related protein MEAF6	MEAF6	Gallus gallus (Chicken)	200
E1C2E7	E1C2E7_CHICK	unreviewed	NFKB inhibitor epsilon	NFKBIE	Gallus gallus (Chicken)	355
E1BWF7	E1BWF7_CHICK	unreviewed	Uncharacterized protein	DBF4	Gallus gallus (Chicken)	356
E1C3K9	E1C3K9_CHICK	unreviewed	Ring finger protein 220	RNF220	Gallus gallus (Chicken)	589
F1NLA0	F1NLA0_CHICK	unreviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7) (Glutaminyl-tRNA synthase-like protein 1)	QRSL1	Gallus gallus (Chicken)	524
Q5ZLA1	Q5ZLA1_CHICK	unreviewed	Uncharacterized protein	RCJMB04_7a21	Gallus gallus (Chicken)	555
Q9YI46	Q9YI46_CHICK	unreviewed	Tyrosine kinase ABL (Fragment)	CABL	Gallus gallus (Chicken)	67
R4GK12	R4GK12_CHICK	unreviewed	Cell division cycle 26	CDC26	Gallus gallus (Chicken)	84
A0A1D5NY30	A0A1D5NY30_CHICK	unreviewed	Uncharacterized protein	Gga.26442	Gallus gallus (Chicken)	274
A0A1D5PPK2	A0A1D5PPK2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	114
A0A1D5PZB3	A0A1D5PZB3_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	415
A0A1D5P726	A0A1D5P726_CHICK	unreviewed	Leucine rich repeats and immunoglobulin like domains 3	LRIG3	Gallus gallus (Chicken)	1043
A0A1D5PEG5	A0A1D5PEG5_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	303
A0A1D5PJC9	A0A1D5PJC9_CHICK	unreviewed	PDZ and LIM domain protein 7	PDLIM7	Gallus gallus (Chicken)	360
A0A1D5PVV3	A0A1D5PVV3_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	696
A0A1L1RIU1	A0A1L1RIU1_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	240
A0A1L1RRW8	A0A1L1RRW8_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	129
R4GM20	R4GM20_CHICK	unreviewed	Interleukin 17C	IL17C	Gallus gallus (Chicken)	175
A0A1D5NX42	A0A1D5NX42_CHICK	unreviewed	Tudor and KH domain containing	TDRKH	Gallus gallus (Chicken)	741
A0A1D5P250	A0A1D5P250_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	632
A0A1D5P9X2	A0A1D5P9X2_CHICK	unreviewed	Tropomyosin beta chain	TPM2	Gallus gallus (Chicken)	213
A0A1D5PC29	A0A1D5PC29_CHICK	unreviewed	Transcription elongation regulator 1 like	TCERG1L	Gallus gallus (Chicken)	562
A0A1L1RJ47	A0A1L1RJ47_CHICK	unreviewed	Uncharacterized protein	LOC770405	Gallus gallus (Chicken)	155
A0A1L1RX74	A0A1L1RX74_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	274
A0A1L1RP69	A0A1L1RP69_CHICK	unreviewed	Uncharacterized protein	LPAR2	Gallus gallus (Chicken)	353
A0A1L1RYC1	A0A1L1RYC1_CHICK	unreviewed	Proteasome subunit alpha type-1		Gallus gallus (Chicken)	122
O42108	O42108_CHICK	unreviewed	LIM homeodomain	LH-2A	Gallus gallus (Chicken)	400
B2LSN1	B2LSN1_CHICK	unreviewed	MHC class II antigen (Fragment)	B-LB2	Gallus gallus (Chicken)	89
Q5ZLA3	Q5ZLA3_CHICK	unreviewed	Uncharacterized protein	RCJMB04_7a10	Gallus gallus (Chicken)	168
Q90746	Q90746_CHICK	unreviewed	B6.1 (Bu-1a)		Gallus gallus (Chicken)	335
B7FBZ5	B7FBZ5_CHICK	unreviewed	Putative transporter associated with antigen processing 2 (Fragment)	TAP2	Gallus gallus (Chicken)	65
A0A140KEB0	A0A140KEB0_CHICK	unreviewed	MHC class1 antigen (Fragment)	BF2	Gallus gallus (Chicken)	87
A0A1D5PCC1	A0A1D5PCC1_CHICK	unreviewed	Fas associated factor family member 2	FAF2	Gallus gallus (Chicken)	305
A0A1D5NZ33	A0A1D5NZ33_CHICK	unreviewed	Caudal type homeobox 2	CDX2	Gallus gallus (Chicken)	276
A0A1D5P8R0	A0A1D5P8R0_CHICK	unreviewed	Uncharacterized protein	LOC769726	Gallus gallus (Chicken)	295
A0A1D5PDZ0	A0A1D5PDZ0_CHICK	unreviewed	Protein kinase C epsilon		Gallus gallus (Chicken)	234
A0A1D5PXE0	A0A1D5PXE0_CHICK	unreviewed	Keratin		Gallus gallus (Chicken)	90
E1C0P9	E1C0P9_CHICK	unreviewed	U2 snRNP associated SURP domain containing	U2SURP	Gallus gallus (Chicken)	984
E1BWY1	E1BWY1_CHICK	unreviewed	Family with sequence similarity 84 member A	FAM84A	Gallus gallus (Chicken)	282
E1BYW4	E1BYW4_CHICK	unreviewed	ATP binding cassette subfamily G member 1	ABCG1	Gallus gallus (Chicken)	662
A0A1D5P212	A0A1D5P212_CHICK	unreviewed	Boule homolog, RNA binding protein	BOLL	Gallus gallus (Chicken)	164
A0A1D5P631	A0A1D5P631_CHICK	unreviewed	LPS responsive beige-like anchor protein	LRBA	Gallus gallus (Chicken)	1429
A0A1D5PDW8	A0A1D5PDW8_CHICK	unreviewed	Uncharacterized protein	LOC107056445	Gallus gallus (Chicken)	339
A0A1D5PPG3	A0A1D5PPG3_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	89
A0A1D5PU45	A0A1D5PU45_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	797
F1NFR1	F1NFR1_CHICK	unreviewed	Family with sequence similarity 19 member A2, C-C motif chemokine like	FAM19A2	Gallus gallus (Chicken)	140
F1N9G5	F1N9G5_CHICK	unreviewed	Chloride channel protein	CLCN5	Gallus gallus (Chicken)	805
F1NDC1	F1NDC1_CHICK	unreviewed	ATPase H+ transporting accessory protein 1 like		Gallus gallus (Chicken)	198
A0A1L1RZT5	A0A1L1RZT5_CHICK	unreviewed	Elongation factor 1-alpha 1	EEF1A1	Gallus gallus (Chicken)	187
A0A1L1RQI9	A0A1L1RQI9_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	118
A0A1L1RWE6	A0A1L1RWE6_CHICK	unreviewed	DNA replication licensing factor MCM2	MCM2	Gallus gallus (Chicken)	60
R4GLJ2	R4GLJ2_CHICK	unreviewed	MICOS complex subunit MIC13	C19orf70	Gallus gallus (Chicken)	111
Q0KKP4	Q0KKP4_CHICK	unreviewed	Lanosterol 14alpha-demethylase (Fragment)	CYP51	Gallus gallus (Chicken)	472
A0A1L1RX34	A0A1L1RX34_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	122
F1CN11	F1CN11_CHICK	unreviewed	MHC class I antigen		Gallus gallus (Chicken)	355
F1N8M3	F1N8M3_CHICK	unreviewed	Wee1-like protein kinase (EC 2.7.10.2)	WEE1	Gallus gallus (Chicken)	549
F1NN90	F1NN90_CHICK	unreviewed	LIF receptor alpha	LIFR	Gallus gallus (Chicken)	1083
E1BVX4	E1BVX4_CHICK	unreviewed	ATCAY, caytaxin		Gallus gallus (Chicken)	360
E1C319	E1C319_CHICK	unreviewed	Syntaxin 12	STX12	Gallus gallus (Chicken)	272
F1N876	F1N876_CHICK	unreviewed	Selenophosphate synthetase 1	SEPHS1	Gallus gallus (Chicken)	392
F1NHR3	F1NHR3_CHICK	unreviewed	Uncharacterized protein	GVIN1	Gallus gallus (Chicken)	2433
F1NRY8	F1NRY8_CHICK	unreviewed	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated	LSM7	Gallus gallus (Chicken)	116
A0A1D5PZS2	A0A1D5PZS2_CHICK	unreviewed	Frizzled-7	FZD7	Gallus gallus (Chicken)	538
A0A1L1RK33	A0A1L1RK33_CHICK	unreviewed	Secretogranin V	SCG5	Gallus gallus (Chicken)	75
A0A1L1RU86	A0A1L1RU86_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	219
A0A1L1RXN1	A0A1L1RXN1_CHICK	unreviewed	Cellular nucleic acid-binding protein	CNBP	Gallus gallus (Chicken)	170
A0A1L1RW28	A0A1L1RW28_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	93
Q68Y81	Q68Y81_CHICK	unreviewed	Fanconi anemia protein FANCD2	fancd2	Gallus gallus (Chicken)	1439
Q5F3Y6	Q5F3Y6_CHICK	unreviewed	Uncharacterized protein	RCJMB04_4d17	Gallus gallus (Chicken)	603
F1NZD0	F1NZD0_CHICK	unreviewed	Tubulin tyrosine ligase like 9		Gallus gallus (Chicken)	306
F1P0W6	F1P0W6_CHICK	unreviewed	CKLF like MARVEL transmembrane domain containing 8	CMTM8	Gallus gallus (Chicken)	179
A0A1D5PNW7	A0A1D5PNW7_CHICK	unreviewed	pre-rRNA processing protein FTSJ3 (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase SPB1 homolog) (Protein ftsJ homolog 3) (Putative rRNA methyltransferase 3)	FTSJ3	Gallus gallus (Chicken)	832
A0A1D5P985	A0A1D5P985_CHICK	unreviewed	ETS variant 7	ETV7	Gallus gallus (Chicken)	359
A0A1D5PL79	A0A1D5PL79_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	119
A0A1D5PR82	A0A1D5PR82_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	716
A0A1D5PVP0	A0A1D5PVP0_CHICK	unreviewed	Neuregulin 2	NRG2	Gallus gallus (Chicken)	720
A0A1L1RPK0	A0A1L1RPK0_CHICK	unreviewed	Cyclin H	CCNH	Gallus gallus (Chicken)	248
A0A1L1RXQ2	A0A1L1RXQ2_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	127
Q5F3U8	Q5F3U8_CHICK	unreviewed	Uncharacterized protein	RCJMB04_6m11	Gallus gallus (Chicken)	677
H9CZQ9	H9CZQ9_CHICK	unreviewed	Endothelial nitric oxide synthase 3 isoform 2 (Fragment)	NOS3	Gallus gallus (Chicken)	938
A0A140KE32	A0A140KE32_CHICK	unreviewed	Myxocirus-resistance protein	Mx1	Gallus gallus (Chicken)	705
A0A1D5P3Z0	A0A1D5P3Z0_CHICK	unreviewed	Diphosphoinositol pentakisphosphate kinase 1	PPIP5K1	Gallus gallus (Chicken)	1082
A0A1D5PIN8	A0A1D5PIN8_CHICK	unreviewed	Protein tyrosine phosphatase, receptor type D	PTPRD	Gallus gallus (Chicken)	1897
F1NDG8	F1NDG8_CHICK	unreviewed	Low density lipoprotein receptor class A domain containing 1		Gallus gallus (Chicken)	162
F1NTD0	F1NTD0_CHICK	unreviewed	Thyrotropin receptor	TSHR	Gallus gallus (Chicken)	736
A0A1L1RXV7	A0A1L1RXV7_CHICK	unreviewed	NIF3-like protein 1	NIF3L1	Gallus gallus (Chicken)	301
E1BVZ7	E1BVZ7_CHICK	unreviewed	Dynein light chain Tctex-type 3	DYNLT3	Gallus gallus (Chicken)	116
E1C3J0	E1C3J0_CHICK	unreviewed	Leucine rich repeat containing 74A	LRRC74A	Gallus gallus (Chicken)	471
E1C9C1	E1C9C1_CHICK	unreviewed	Cdc42 guanine nucleotide exchange factor 9	ARHGEF9	Gallus gallus (Chicken)	516
F1NBM0	F1NBM0_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	109
Q5XXW4	Q5XXW4_CHICK	unreviewed	MHC class I antigen (Fragment)		Gallus gallus (Chicken)	81
Q5ZJT4	Q5ZJT4_CHICK	unreviewed	Peptidylprolyl isomerase (EC 5.2.1.8)	RCJMB04_15n8	Gallus gallus (Chicken)	442
A0A1L1RKJ2	A0A1L1RKJ2_CHICK	unreviewed	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Phosphotyrosyl phosphatase activator)	PPP2R4	Gallus gallus (Chicken)	308
F1P3R0	F1P3R0_CHICK	unreviewed	G protein subunit alpha transducin 3	GNAT3	Gallus gallus (Chicken)	354
H2D5E7	H2D5E7_CHICK	unreviewed	Toll-like receptor 2 type 2		Gallus gallus (Chicken)	732
F1NP45	F1NP45_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	1100
Q7SYI0	Q7SYI0_CHICK	unreviewed	Regulator of G protein signaling 3 (Fragment)		Gallus gallus (Chicken)	441
F1P220	F1P220_CHICK	unreviewed	Uncharacterized protein	ISY1	Gallus gallus (Chicken)	280
A0A1D5P4K0	A0A1D5P4K0_CHICK	unreviewed	Small integral membrane protein 3	SMIM3	Gallus gallus (Chicken)	59
A0A1D5PBG2	A0A1D5PBG2_CHICK	unreviewed	Uncharacterized protein	BF1	Gallus gallus (Chicken)	346
A0A1D5PIR6	A0A1D5PIR6_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	93
A0A1D5PY47	A0A1D5PY47_CHICK	unreviewed	Rap guanine nucleotide exchange factor like 1		Gallus gallus (Chicken)	533
A0A1D5P1Q9	A0A1D5P1Q9_CHICK	unreviewed	Uncharacterized protein		Gallus gallus (Chicken)	470
A0A1D5PQ56	A0A1D5PQ56_CHICK	unreviewed	WD repeat domain phosphoinositide-interacting protein 3	WDR45B	Gallus gallus (Chicken)	316
A0A140KE02	A0A140KE02_CHICK	unreviewed	Myxocirus-resistance protein	Mx1	Gallus gallus (Chicken)	705
A0A1D5PM59	A0A1D5PM59_CHICK	unreviewed	STE20-related kinase adapter protein alpha	STRADA	Gallus gallus (Chicken)	389
A0A1D5PT06	A0A1D5PT06_CHICK	unreviewed	Uncharacterized protein	ATF1	Gallus gallus (Chicken)	289
A0A1D5P2X1	A0A1D5P2X1_CHICK	unreviewed	Uncharacterized protein	KRT75L2	Gallus gallus (Chicken)	561
E1BUS7	E1BUS7_CHICK	unreviewed	Paladin	PALD1	Gallus gallus (Chicken)	787
F1NUE2	F1NUE2_CHICK	unreviewed	von Willebrand factor A domain containing 2	VWA2	Gallus gallus (Chicken)	788
F1N9Y7	F1N9Y7_CHICK	unreviewed	Coiled-coil domain containing 92	CCDC92	Gallus gallus (Chicken)	309
